"","Source.level","Target.level","Source","Target","Label","Parent.Label","Value","Value.type","Value.info","Country","Colour","DSource","Assumption"
"1216","Sourcing","Availability","Imports","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",9.1971e-05,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1316","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",0.004006693,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1416","Sourcing","Availability","Recycled","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",0.000773345,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1515","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Non-metallic minerals","Non-metallic minerals",0.003892509,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"165","Processing","Services","Refinery & Material processing","Consumables","Non-metallic minerals","Non-metallic minerals",0.001486102,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"175","Processing","Services","Refinery & Material processing","Infrastructure","Non-metallic minerals","Non-metallic minerals",0.000802135666666667,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"185","Processing","Services","Refinery & Material processing","Long-life products","Non-metallic minerals","Non-metallic minerals",0.000802135666666667,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"195","Processing","Services","Refinery & Material processing","Building stock","Non-metallic minerals","Non-metallic minerals",0.000802135666666667,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"205","Services","Outflows","Consumables","Wasted","Non-metallic minerals","Non-metallic minerals",0.000615675,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"2110","Services","Sourcing","Consumables","Recycled","Non-metallic minerals","Non-metallic minerals",0.000773345,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"2112","Processing","Services","Refinery & Material processing","Agri-& Silviculture","Phosphorus","Non-metallic minerals",1.217562e-06,"Energy_now",2017,"EU28","goldenrod2","aei_fm_usefert",""
"2522","Sourcing","Availability","Imports","Net-available biomass","Plant products","Agriculture biomass",13184.050056622,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2524","Sourcing","Availability","Imports","Net-available biomass","Processed products (biomass eq.)","Agriculture biomass",8376.89256028273,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2526","Sourcing","Availability","Imports","Net-available biomass","Animal products (feed eq.)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2528","Sourcing","Availability","Imports","Net-available biomass","Plant-based food","Agriculture biomass",29028.3397332225,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2530","Availability","Outflows","Net-available biomass","Exports","Plant products","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2536","Availability","Processing","Net-available biomass","Refinery & Material processing","Agriculture biomass","Agriculture biomass",1111.248028,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2538","Services","Outflows","Long-life products","Exports","Processed products (biomass eq.)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2540","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil for feed","Agriculture biomass",1e-07,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2542","Availability","Processing","Net-available biomass","Food industry","Agriculture biomass","Agriculture biomass",584800.216640718,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2546","Availability","Processing","Net-available biomass","Food industry","Agriculture biomass","Agriculture biomass",106930.327676198,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2548","Processing","Outflows","Food industry","Exports","Animal products (feed eq.)","Agriculture biomass",22350.9309216042,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2550","Processing","Outflows","Food industry","Exports","Plant-based food","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2552","Sourcing","Availability","Imports","Net-available biomass","Fish & seafood","Fisheries biomass",1534.5720575,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2554","Sourcing","Availability","Imports","Net-available biomass","Fishmeal & oil","Fisheries biomass",174.942207,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2556","Sourcing","Availability","Domestic extraction","Net-available biomass","Capture fisheries","Fisheries biomass",1288.1944025,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2558","Sourcing","Availability","Domestic extraction","Net-available biomass","Aquaculture","Fisheries biomass",314.2885575,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2560","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",930.289706093,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2562","Availability","Processing","Net-available biomass","Food industry","Aquatic-based food","Fisheries biomass",2915.7905,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2564","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",740.12077549564,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2566","Availability","Outflows","Net-available biomass","Exports","Fish & seafood","Fisheries biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2568","Processing","Outflows","Food industry","Exports","Fishmeal & oil","Fisheries biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2570","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",190.16893059736,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2572","Sourcing","Availability","Domestic extraction","Net-available biomass","Post-consumer wood","Forestry biomass",6723.503437522,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2574","Sourcing","Availability","Domestic extraction","Net-available biomass","By- & co-products (incl. wood pellets)","Forestry biomass",-11663.7323425316,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2576","Sourcing","Availability","Domestic extraction","Net-available biomass","Primary woody biomass","Forestry biomass",240513.236245198,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2578","Sourcing","Availability","Imports","Net-available biomass","By- & co-products (incl. wood pellets)","Forestry biomass",10073.4875646,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2580","Sourcing","Availability","Imports","Net-available biomass","Primary woody biomass","Forestry biomass",8201.49838636364,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2582","Availability","Outflows","Net-available biomass","Exports","Primary woody biomass","Forestry biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2584","Availability","Outflows","Net-available biomass","Exports","By- & co-products (incl. wood pellets)","Forestry biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2586","Services","Outflows","Consumables","Exports","Wood pulp","Forestry biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2588","Services","Outflows","Long-life products","Exports","Solid wood products","Forestry biomass",9438.94276110001,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2590","Sourcing","Availability","Imports","Net-available biomass","Wood pulp","Forestry biomass",5632.081812233,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2592","Availability","Processing","Net-available biomass","Refinery & Material processing","By- & co-products (incl. wood pellets)","Forestry biomass",16870.7608343888,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2594","Availability","Processing","Net-available biomass","Refinery & Material processing","Primary woody biomass","Forestry biomass",55965.2522514817,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2596","Sourcing","Availability","Imports","Net-available biomass","Solid wood products","Forestry biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2598","Availability","Services","Net-available biomass","Long-life products","By- & co-products (incl. wood pellets)","Forestry biomass",14463.379337976,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2604","Availability","Services","Net-available biomass","Long-life products","Primary woody biomass","Forestry biomass",118924.338132005,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2608","Availability","Services","Net-available biomass","Long-life products","Post-consumer wood","Forestry biomass",6723.503437522,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2668","Sourcing","Availability","Domestic extraction","Net-available biomass","Unknown origin (Losses)","Fisheries biomass",534.082981593001,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2672","Sourcing","Availability","Domestic extraction","Net-available biomass","Cereals","Agriculture biomass",267606.433538,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2676","Sourcing","Availability","Domestic extraction","Net-available biomass","Root crops","Agriculture biomass",47812.419637,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2680","Sourcing","Availability","Domestic extraction","Net-available biomass","Oil crops","Agriculture biomass",63702.507458,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2684","Sourcing","Availability","Domestic extraction","Net-available biomass","Fruits","Agriculture biomass",10779.485222,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2688","Sourcing","Availability","Domestic extraction","Net-available biomass","Olive trees","Agriculture biomass",9248.604032,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2692","Sourcing","Availability","Domestic extraction","Net-available biomass","Other industrial crops","Agriculture biomass",469.922904,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2696","Sourcing","Availability","Domestic extraction","Net-available biomass","Fodder crops","Agriculture biomass",155834.952675,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2700","Sourcing","Availability","Domestic extraction","Net-available biomass","Vegetables","Agriculture biomass",6478.72690600001,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2704","Sourcing","Availability","Domestic extraction","Net-available biomass","Pulses & protein crops","Agriculture biomass",5261.088962,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2708","Sourcing","Availability","Domestic extraction","Net-available biomass","Fibre Crops","Agriculture biomass",1111.248011,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2712","Sourcing","Availability","Domestic extraction","Net-available biomass","Cereals","Agriculture biomass",83439.3988210001,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2720","Sourcing","Availability","Domestic extraction","Net-available biomass","Root crops","Agriculture biomass",4936.574886,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2728","Sourcing","Availability","Domestic extraction","Net-available biomass","Oil crops","Agriculture biomass",16995.5748016,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2736","Sourcing","Availability","Domestic extraction","Net-available biomass","Fruits","Agriculture biomass",433.8210447,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2744","Sourcing","Availability","Domestic extraction","Net-available biomass","Olive trees","Agriculture biomass",1785.3251808,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2752","Sourcing","Availability","Domestic extraction","Net-available biomass","Other industrial crops","Agriculture biomass",17.8317724,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2760","Sourcing","Availability","Domestic extraction","Net-available biomass","Fodder crops","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2768","Sourcing","Availability","Domestic extraction","Net-available biomass","Vegetables","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2776","Sourcing","Availability","Domestic extraction","Net-available biomass","Pulses & protein crops","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"2784","Sourcing","Availability","Domestic extraction","Net-available biomass","Fibre Crops","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4412","Sourcing","Availability","Domestic extraction","Net-available biomass","Agriculture biomass","Agriculture biomass",109724.26916,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4917","Processing","Services","Food industry","Animal-based food","Carbohydrates","Agriculture biomass",3988.16839691837,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4918","Processing","Services","Food industry","Animal-based food","Fats","Agriculture biomass",14110.3791973049,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4919","Processing","Services","Food industry","Animal-based food","Proteins","Agriculture biomass",10064.8306531088,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4920","Processing","Services","Food industry","Animal-based food","Others","Agriculture biomass",2816.33782473321,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4925","Processing","Services","Food industry","Plant-based food","Carbohydrates","Agriculture biomass",76540.6055974233,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4926","Processing","Services","Food industry","Plant-based food","Fats","Agriculture biomass",12639.5292196599,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4927","Processing","Services","Food industry","Plant-based food","Proteins","Agriculture biomass",8041.5359442101,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4928","Processing","Services","Food industry","Plant-based food","Others","Agriculture biomass",9722.16707612934,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4932","Processing","Outflows","Food industry","Dispersed","Cereals (Losses)","Agriculture biomass",66751.5190568001,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4936","Processing","Outflows","Food industry","Dispersed","Root crops (Losses)","Agriculture biomass",3949.2599088,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4940","Processing","Outflows","Food industry","Dispersed","Oil crops (Losses)","Agriculture biomass",13596.45984128,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4944","Processing","Outflows","Food industry","Dispersed","Fruits (Losses)","Agriculture biomass",347.05683576,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4948","Processing","Outflows","Food industry","Dispersed","Olive trees (Losses)","Agriculture biomass",1428.26014464,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4952","Processing","Outflows","Food industry","Dispersed","Other industrial crops (Losses)","Agriculture biomass",14.26541792,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4956","Processing","Outflows","Food industry","Dispersed","Fodder crops (Losses)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4960","Processing","Outflows","Food industry","Dispersed","Vegetables (Losses)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4964","Processing","Outflows","Food industry","Dispersed","Pulses & protein crops (Losses)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"4968","Processing","Outflows","Food industry","Dispersed","Fibre Crops (Losses)","Agriculture biomass",0,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"5564","Processing","Outflows","Food industry","Dispersed","Agriculture biomass (Losses)","Agriculture biomass",170161.781487609,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25361","Processing","Services","Refinery & Material processing","Consumables","Agriculture biomass","Agriculture biomass",1111.248028,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25921","Processing","Services","Refinery & Material processing","Long-life products","By- & co-products (incl. wood pellets)","Forestry biomass",16870.7608343888,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25941","Processing","Services","Refinery & Material processing","Long-life products","Primary woody biomass","Forestry biomass",55965.2522514817,"Mass_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25221","Sourcing","Availability","Imports","Net-available biomass","Plant products","Agriculture biomass",21973.4167610366,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25241","Sourcing","Availability","Imports","Net-available biomass","Processed products (biomass eq.)","Agriculture biomass",13961.4876004712,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25261","Sourcing","Availability","Imports","Net-available biomass","Animal products (feed eq.)","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25281","Sourcing","Availability","Imports","Net-available biomass","Plant-based food","Agriculture biomass",48380.5662220375,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25301","Availability","Outflows","Net-available biomass","Exports","Plant products","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25362","Availability","Processing","Net-available biomass","Refinery & Material processing","Agriculture biomass","Agriculture biomass",1852.08004666667,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25381","Services","Outflows","Long-life products","Exports","Processed products (biomass eq.)","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25401","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil for feed","Agriculture biomass",1.66666666666667e-07,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25421","Availability","Processing","Net-available biomass","Food industry","Agriculture biomass","Agriculture biomass",974667.02773453,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25461","Availability","Processing","Net-available biomass","Food industry","Agriculture biomass","Agriculture biomass",178217.212793663,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25481","Processing","Outflows","Food industry","Exports","Animal products (feed eq.)","Agriculture biomass",37251.551536007,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25501","Processing","Outflows","Food industry","Exports","Plant-based food","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25521","Sourcing","Availability","Imports","Net-available biomass","Fish & seafood","Fisheries biomass",3069.144115,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25541","Sourcing","Availability","Imports","Net-available biomass","Fishmeal & oil","Fisheries biomass",349.884414,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25561","Sourcing","Availability","Domestic extraction","Net-available biomass","Capture fisheries","Fisheries biomass",2576.388805,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25581","Sourcing","Availability","Domestic extraction","Net-available biomass","Aquaculture","Fisheries biomass",628.577115,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25601","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",1860.579412186,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25621","Availability","Processing","Net-available biomass","Food industry","Aquatic-based food","Fisheries biomass",5831.581,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25641","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",1480.24155099128,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25661","Availability","Outflows","Net-available biomass","Exports","Fish & seafood","Fisheries biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25681","Processing","Outflows","Food industry","Exports","Fishmeal & oil","Fisheries biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25701","Availability","Processing","Net-available biomass","Food industry","Fishmeal & oil","Fisheries biomass",380.33786119472,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25721","Sourcing","Availability","Domestic extraction","Net-available biomass","Post-consumer wood","Forestry biomass",11205.8390625367,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25741","Sourcing","Availability","Domestic extraction","Net-available biomass","By- & co-products (incl. wood pellets)","Forestry biomass",-19439.5539042193,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25761","Sourcing","Availability","Domestic extraction","Net-available biomass","Primary woody biomass","Forestry biomass",400855.393741996,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25781","Sourcing","Availability","Imports","Net-available biomass","By- & co-products (incl. wood pellets)","Forestry biomass",16789.145941,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25801","Sourcing","Availability","Imports","Net-available biomass","Primary woody biomass","Forestry biomass",13669.1639772727,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25821","Availability","Outflows","Net-available biomass","Exports","Primary woody biomass","Forestry biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25841","Availability","Outflows","Net-available biomass","Exports","By- & co-products (incl. wood pellets)","Forestry biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25861","Services","Outflows","Consumables","Exports","Wood pulp","Forestry biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25881","Services","Outflows","Long-life products","Exports","Solid wood products","Forestry biomass",15731.5712685,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25901","Sourcing","Availability","Imports","Net-available biomass","Wood pulp","Forestry biomass",9386.80302038834,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25922","Availability","Processing","Net-available biomass","Refinery & Material processing","By- & co-products (incl. wood pellets)","Forestry biomass",28117.9347239813,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25942","Availability","Processing","Net-available biomass","Refinery & Material processing","Primary woody biomass","Forestry biomass",93275.4204191362,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25961","Sourcing","Availability","Imports","Net-available biomass","Solid wood products","Forestry biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"25981","Availability","Services","Net-available biomass","Long-life products","By- & co-products (incl. wood pellets)","Forestry biomass",24105.63222996,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26041","Availability","Services","Net-available biomass","Long-life products","Primary woody biomass","Forestry biomass",198207.230220009,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26081","Availability","Services","Net-available biomass","Long-life products","Post-consumer wood","Forestry biomass",11205.8390625367,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26681","Sourcing","Availability","Domestic extraction","Net-available biomass","Unknown origin (Losses)","Fisheries biomass",1068.165963186,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26721","Sourcing","Availability","Domestic extraction","Net-available biomass","Cereals","Agriculture biomass",446010.722563334,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26761","Sourcing","Availability","Domestic extraction","Net-available biomass","Root crops","Agriculture biomass",79687.3660616666,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26801","Sourcing","Availability","Domestic extraction","Net-available biomass","Oil crops","Agriculture biomass",106170.845763333,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26841","Sourcing","Availability","Domestic extraction","Net-available biomass","Fruits","Agriculture biomass",17965.8087033333,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26881","Sourcing","Availability","Domestic extraction","Net-available biomass","Olive trees","Agriculture biomass",15414.3400533333,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26921","Sourcing","Availability","Domestic extraction","Net-available biomass","Other industrial crops","Agriculture biomass",783.20484,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"26961","Sourcing","Availability","Domestic extraction","Net-available biomass","Fodder crops","Agriculture biomass",259724.921125,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27001","Sourcing","Availability","Domestic extraction","Net-available biomass","Vegetables","Agriculture biomass",10797.8781766667,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27041","Sourcing","Availability","Domestic extraction","Net-available biomass","Pulses & protein crops","Agriculture biomass",8768.48160333333,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27081","Sourcing","Availability","Domestic extraction","Net-available biomass","Fibre Crops","Agriculture biomass",1852.08001833333,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27121","Sourcing","Availability","Domestic extraction","Net-available biomass","Cereals","Agriculture biomass",139065.664701667,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27201","Sourcing","Availability","Domestic extraction","Net-available biomass","Root crops","Agriculture biomass",8227.62481,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27281","Sourcing","Availability","Domestic extraction","Net-available biomass","Oil crops","Agriculture biomass",28325.9580026667,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27361","Sourcing","Availability","Domestic extraction","Net-available biomass","Fruits","Agriculture biomass",723.0350745,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27441","Sourcing","Availability","Domestic extraction","Net-available biomass","Olive trees","Agriculture biomass",2975.541968,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27521","Sourcing","Availability","Domestic extraction","Net-available biomass","Other industrial crops","Agriculture biomass",29.7196206666667,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27601","Sourcing","Availability","Domestic extraction","Net-available biomass","Fodder crops","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27681","Sourcing","Availability","Domestic extraction","Net-available biomass","Vegetables","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27761","Sourcing","Availability","Domestic extraction","Net-available biomass","Pulses & protein crops","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
"27841","Sourcing","Availability","Domestic extraction","Net-available biomass","Fibre Crops","Agriculture biomass",0,"Volume_now",2017,"EU28","darkolivegreen1","datam.jrc/biomass_flows",NA
